gender,SeniorCitizen,Partner,Dependents,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,tenure,MonthlyCharges,TotalCharges,avg_monthly_spend,has_support,actual_churn,churn_probability,churn_predicted
1,0,1,0,1,2,0,0,1,0,2,1,2,1,1,0,24,65.38,1564.69,65.19541666666667,1,0,0.06815109963914773,0
1,0,0,1,1,2,1,1,0,2,0,2,0,1,0,0,16,23.28,365.81,22.863125,0,0,0.0678885230691611,0
1,0,1,1,1,0,1,2,2,2,0,0,0,1,0,0,6,18.03,92.76,15.46,2,0,0.06768942951837693,0
0,0,1,0,1,0,2,0,2,2,0,0,0,1,1,0,11,82.31,898.1,81.64545454545454,1,1,0.06690166796553862,0
0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,3,17,115.95,1992.31,117.19470588235293,0,0,0.06687101339252659,0
1,0,1,0,1,0,1,2,0,0,0,0,1,1,0,1,20,93.07,1871.1,93.55499999999999,1,0,0.06647987436750592,0
1,0,1,0,0,2,1,1,0,0,1,0,2,1,0,2,25,108.68,2695.74,107.82959999999999,0,0,0.06631784981107461,0
1,1,1,0,0,1,1,0,2,0,0,2,1,1,1,3,20,76.53,1545.12,77.256,1,0,0.06558591423588919,0
0,0,0,0,1,2,0,0,0,2,0,1,0,1,0,3,25,80.49,2005.06,80.2024,0,0,0.06539321599675935,0
1,0,1,1,1,2,1,0,0,0,0,0,2,1,1,3,16,116.94,1870.47,116.904375,0,0,0.06504532556468111,0
1,0,1,1,1,0,1,2,0,0,0,0,0,1,0,1,11,115.63,1274.89,115.89909090909092,1,0,0.0647346056340996,0
0,0,0,1,1,0,1,2,2,2,0,0,2,1,0,3,17,99.59,1706.2,100.36470588235295,2,0,0.06436709938060012,0
0,0,0,0,1,2,1,0,0,0,2,0,2,1,1,2,37,62.22,2291.85,61.94189189189189,1,0,0.06402670034508146,0
1,0,1,1,0,0,1,0,0,0,0,2,2,1,0,2,16,77.29,1235.78,77.23625,0,0,0.06388256823728287,0
0,0,0,1,1,0,0,0,1,0,2,2,0,1,0,1,23,83.16,1905.84,82.86260869565217,1,0,0.0637895505964781,0
0,0,1,0,1,0,0,1,0,1,0,0,2,1,1,2,37,54.79,2019.86,54.59081081081081,0,0,0.06355051993383343,0
0,0,1,0,1,0,0,1,0,1,1,2,0,1,0,1,34,29.27,988.07,29.060882352941178,0,0,0.06354645569176494,0
1,1,1,1,1,0,1,0,0,1,2,0,2,1,1,0,27,39.67,1068.52,39.574814814814815,1,0,0.06353040811834913,0
0,0,1,0,1,1,2,1,2,1,2,0,0,1,0,3,25,18.35,460.2,18.408,2,0,0.06346486647047499,0
0,0,0,0,1,0,0,0,0,2,2,0,2,1,0,0,35,27.1,956.21,27.320285714285717,1,0,0.06345627190963708,0
0,0,0,0,1,0,1,1,0,2,2,1,0,1,1,0,39,33.01,1286.51,32.987435897435894,1,0,0.06344914034113426,0
0,1,0,0,1,1,0,0,0,2,2,2,2,1,1,1,42,40.53,1697.94,40.42714285714286,1,0,0.06336041978911157,0
1,0,0,0,1,0,1,1,2,0,2,2,2,1,1,1,35,43.6,1534.96,43.856,2,0,0.06322013855673887,0
1,1,1,0,1,2,1,2,2,0,2,2,0,1,1,3,30,20.12,601.55,20.051666666666666,3,1,0.06313335248090499,0
0,0,1,0,1,0,2,2,0,0,0,2,1,1,0,2,29,35.23,1020.45,35.18793103448276,1,0,0.06283017192341833,0
1,0,1,0,0,0,2,2,0,2,0,2,0,1,1,1,25,76.48,1893.47,75.7388,1,0,0.06250760137608513,0
1,0,0,0,0,2,1,2,0,2,0,2,2,1,1,1,31,88.42,2749.39,88.69,1,0,0.0624104152622426,0
1,0,1,1,1,0,2,0,2,0,2,1,2,1,1,0,16,53.43,878.43,54.901875,2,0,0.062336230045150605,0
1,0,0,0,1,0,1,1,0,0,2,0,0,1,1,2,38,116.72,4440.48,116.85473684210525,1,0,0.06201510643580264,0
0,0,1,0,1,0,0,2,2,2,1,0,0,1,1,1,29,68.02,1968.46,67.87793103448276,2,0,0.06128973781152967,0
0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,2,39,85.65,3325.96,85.28102564102564,0,0,0.061135165124558584,0
1,1,1,0,1,0,1,0,2,0,2,2,2,1,1,0,28,66.42,1855.21,66.25750000000001,2,0,0.06096959085074827,0
1,0,1,1,1,2,2,2,0,0,2,0,0,1,1,0,24,18.0,429.25,17.885416666666668,2,0,0.060782052345286906,0
1,0,0,0,1,0,1,0,1,1,0,1,2,1,1,3,36,84.17,3030.97,84.19361111111111,0,0,0.060688249793900355,0
1,0,0,0,1,0,0,2,2,1,0,2,0,1,0,3,27,67.64,1831.32,67.82666666666667,2,0,0.06054027102230145,0
1,0,1,1,1,0,1,0,0,1,0,2,1,1,1,2,24,52.64,1265.44,52.72666666666667,0,0,0.060481495168149754,0
0,1,1,0,1,0,1,2,2,2,1,1,2,1,0,2,32,52.99,1697.98,53.061875,2,0,0.06037459713185515,0
0,0,1,0,1,2,1,0,0,0,2,2,0,1,1,2,32,80.15,2583.27,80.7271875,1,0,0.059741994527694464,0
0,0,1,0,1,1,1,2,0,0,2,0,0,1,0,2,34,42.9,1453.31,42.74441176470588,2,0,0.059191575390254096,0
0,0,1,0,1,0,1,0,1,0,0,0,0,1,1,3,30,114.02,3408.62,113.62066666666666,0,0,0.05903991363043031,0
0,0,1,0,1,2,2,2,1,0,1,2,0,1,1,2,32,117.69,3768.92,117.77875,1,0,0.05876663728854686,0
0,0,0,0,0,0,0,2,1,2,0,0,0,1,1,0,35,98.69,3450.43,98.58371428571428,1,0,0.05806140422521802,0
0,1,1,1,1,0,2,0,0,1,0,1,0,1,1,3,28,75.8,2126.61,75.95035714285714,0,0,0.05793430973749537,0
1,0,1,1,1,0,0,1,1,0,0,2,0,1,1,3,33,26.26,856.61,25.957878787878787,0,0,0.05781554233528909,0
0,0,0,1,1,2,0,0,2,2,2,1,0,1,0,0,18,59.31,1069.85,59.4361111111111,2,0,0.05780134433188595,0
1,1,1,1,1,2,0,1,2,0,2,1,2,1,0,3,27,63.89,1710.82,63.3637037037037,2,0,0.05730094951649858,0
1,0,1,0,1,0,0,2,0,0,0,2,1,1,0,2,33,75.11,2480.18,75.1569696969697,1,0,0.05723685286998647,0
0,0,0,0,1,1,0,2,1,0,0,1,0,1,0,0,34,50.89,1730.29,50.890882352941176,1,0,0.057214668499386744,0
0,0,1,1,1,0,1,0,0,2,2,0,2,1,1,3,34,77.64,2649.23,77.91852941176471,1,0,0.05704532483276693,0
1,0,0,1,1,2,2,1,0,2,0,0,2,1,1,0,28,85.44,2387.86,85.2807142857143,0,0,0.05695271123128144,0
1,0,1,1,1,0,1,0,2,0,1,2,2,1,1,1,21,117.34,2464.91,117.37666666666667,1,0,0.056897929603685435,0
0,1,1,1,1,0,1,1,1,2,0,2,1,1,1,2,35,49.03,1737.46,49.641714285714286,0,1,0.0566670958755334,0
0,0,1,0,1,0,2,0,0,0,0,0,1,1,0,3,32,67.44,2150.72,67.21,0,0,0.056069219912406126,0
1,1,1,0,1,1,1,0,0,2,1,0,0,1,0,2,31,113.57,3511.22,113.26516129032258,0,0,0.05596180769280343,0
0,1,1,1,1,1,1,1,2,0,0,1,2,1,1,3,32,44.78,1437.14,44.910625,1,0,0.055959093239477065,0
1,1,1,1,0,0,0,0,1,2,1,2,2,1,1,3,35,110.19,3863.65,110.39,0,0,0.05595388881089021,0
1,1,1,0,1,2,1,2,1,0,2,2,2,1,0,0,34,77.6,2637.04,77.56,2,0,0.05594793242059987,0
0,0,1,0,1,2,0,0,1,2,0,0,0,1,0,1,27,44.52,1198.25,44.379629629629626,0,0,0.05585981880056173,0
0,0,1,0,0,2,2,0,2,1,0,1,2,1,1,2,24,91.69,2203.84,91.82666666666667,1,1,0.05577340915664426,0
0,0,1,0,1,0,1,0,2,0,2,1,1,1,0,1,26,88.8,2305.04,88.65538461538462,2,0,0.05568409169903838,0
0,0,0,0,1,2,1,2,1,2,2,2,0,1,1,2,42,78.62,3302.96,78.64190476190477,2,0,0.055629171776632826,0
1,0,1,0,1,2,1,2,0,2,1,1,2,1,1,0,36,100.3,3613.06,100.36277777777778,1,0,0.055442553323097866,0
1,0,0,1,1,0,0,2,1,0,2,2,2,1,1,2,43,58.24,2520.84,58.62418604651163,2,0,0.05508184824967723,0
0,0,0,0,1,2,0,0,2,0,2,0,1,1,0,2,32,86.35,2746.5,85.828125,2,0,0.05486806775018584,0
0,0,0,0,1,0,2,2,2,1,0,0,0,1,0,2,32,37.19,1179.65,36.8640625,2,0,0.05441934930129049,0
1,1,0,0,0,2,2,1,0,2,1,2,1,1,1,1,46,61.42,2833.79,61.60413043478261,0,0,0.05440371413319326,0
0,1,0,0,1,2,0,2,1,2,0,0,2,1,0,0,38,93.83,3574.43,94.06394736842105,1,0,0.05429658332576625,0
1,0,1,0,1,2,1,0,2,1,0,0,2,1,1,3,31,32.22,996.39,32.141612903225806,1,0,0.05399029454032045,0
1,1,1,1,1,2,0,2,0,2,2,2,0,1,0,0,26,100.12,2606.73,100.25884615384615,2,0,0.053770178435268656,0
0,0,1,0,1,2,0,0,0,1,0,0,0,1,0,0,30,35.47,1047.17,34.90566666666667,0,0,0.05346839833674783,0
0,0,0,1,1,0,0,1,1,2,1,2,0,1,1,3,47,42.88,2012.97,42.82914893617021,0,0,0.05322674957288057,0
0,0,1,1,1,0,2,2,2,2,2,2,2,1,0,2,25,90.76,2274.07,90.9628,3,0,0.05303967599543492,0
0,0,0,0,0,0,1,2,1,0,0,2,0,1,1,2,44,82.79,3628.69,82.47022727272727,1,0,0.05289342265407393,0
0,0,1,0,1,1,0,2,2,0,0,0,0,1,0,3,28,110.86,3102.94,110.81928571428571,2,0,0.05276330999935608,0
1,0,1,0,1,2,0,0,2,2,1,2,0,1,0,2,30,23.65,702.68,23.422666666666665,1,0,0.05217752562050517,0
1,0,1,0,1,1,0,0,0,1,0,0,0,1,0,1,29,95.49,2752.31,94.90724137931035,0,0,0.052121555933409974,0
0,0,1,0,1,1,1,2,1,0,0,0,0,1,1,1,39,49.34,1913.74,49.07025641025641,1,0,0.05211984069669382,0
1,0,0,1,1,2,1,2,1,0,0,2,0,1,1,2,33,90.79,2981.06,90.33515151515151,1,0,0.05210435125942446,0
1,0,0,0,1,2,0,0,2,2,0,0,0,1,0,1,27,50.35,1373.39,50.8662962962963,1,0,0.05207679779905917,0
1,0,1,1,1,0,1,1,1,0,1,1,2,1,1,1,38,104.87,3982.13,104.79289473684211,0,0,0.05201401753743248,0
1,0,1,0,1,2,1,2,0,0,1,0,0,1,0,0,32,118.71,3803.28,118.8525,1,0,0.05150712337860181,0
1,1,0,0,1,0,1,0,2,1,2,2,0,1,0,2,36,86.65,3136.46,87.12388888888889,2,0,0.05144217296324544,0
0,1,0,1,1,2,1,0,2,0,1,1,0,1,1,0,33,50.77,1667.76,50.53818181818182,1,0,0.051227830145815195,0
1,0,1,1,1,0,1,0,0,1,0,1,0,1,1,2,30,80.85,2424.81,80.827,0,0,0.05120465797425384,0
0,0,0,0,1,2,2,0,0,1,0,1,1,1,1,3,45,36.3,1633.09,36.29088888888889,0,0,0.0510902154195673,0
1,0,1,0,1,0,1,0,2,0,0,2,2,1,1,3,37,43.62,1631.08,44.08324324324324,1,0,0.05101494575209138,0
0,0,1,0,1,2,0,1,2,1,0,0,0,1,1,0,32,78.63,2499.95,78.1234375,1,0,0.05053841163206531,0
1,0,1,0,1,0,1,0,2,0,0,2,0,1,1,2,31,79.21,2456.61,79.24548387096775,1,0,0.05052941828762555,0
0,1,0,0,1,2,2,1,0,1,0,2,1,1,1,1,50,27.74,1380.57,27.6114,0,0,0.050438911391176254,0
0,0,0,0,1,0,2,0,0,1,2,2,0,1,0,1,43,58.94,2515.4,58.49767441860465,1,0,0.04987515150885526,0
0,0,0,0,1,2,1,2,0,0,0,2,0,1,1,2,47,66.68,3125.98,66.51021276595745,1,0,0.04971381824450275,0
1,0,0,0,1,0,1,1,0,2,1,2,2,1,0,1,49,92.65,4534.4,92.53877551020408,0,0,0.0495981834745712,0
0,0,1,1,1,2,1,2,0,0,0,2,2,1,0,3,38,19.77,750.67,19.754473684210524,1,0,0.049074831119635,0
1,0,1,0,1,0,1,2,1,2,0,1,0,1,1,1,42,33.07,1392.0,33.142857142857146,1,0,0.048853636810839214,0
1,0,0,1,1,0,1,1,0,2,1,1,2,1,0,3,47,73.34,3454.79,73.50617021276595,0,0,0.04833813784480135,0
0,0,0,0,1,1,0,0,2,2,2,1,1,1,0,0,39,41.54,1623.45,41.62692307692308,2,0,0.048316420365121626,0
0,0,0,0,1,2,1,1,0,0,1,2,0,1,1,0,52,74.65,3878.0,74.57692307692308,0,0,0.04772592220347166,0
0,1,1,1,1,0,2,0,0,0,2,0,2,1,1,3,45,113.46,5094.1,113.20222222222223,1,0,0.047538724308941974,0
0,0,0,0,1,2,2,2,2,1,0,2,2,1,1,1,43,41.16,1763.56,41.013023255813955,2,0,0.047366397802160135,0
1,0,0,0,1,0,1,2,2,0,0,2,2,1,1,2,48,31.89,1534.06,31.95958333333333,2,0,0.04716811155384974,0
0,0,1,0,1,2,2,0,0,1,2,1,2,1,0,0,37,113.43,4200.6,113.52972972972974,1,0,0.04713335325462994,0
1,0,1,0,1,0,0,0,1,0,2,0,1,1,1,3,50,80.73,4054.2,81.084,1,0,0.04696595966614657,0
0,0,0,0,1,2,2,1,0,0,0,0,0,1,0,1,45,35.85,1621.77,36.03933333333333,0,0,0.04693918309634197,0
0,0,0,0,0,2,0,0,2,0,2,2,2,1,1,0,46,43.54,2010.87,43.7145652173913,2,0,0.046670876326660664,0
0,0,0,0,1,0,1,0,1,2,0,2,0,1,1,1,46,99.72,4602.49,100.0541304347826,0,0,0.046262325798710105,0
0,0,1,0,1,2,0,0,2,1,0,2,2,1,0,0,31,89.0,2765.62,89.21354838709676,1,0,0.04604555957234436,0
1,0,1,0,1,0,1,2,0,0,2,0,2,1,1,1,53,65.57,3471.85,65.5066037735849,2,0,0.04583331061875433,0
1,1,1,1,1,1,1,2,0,0,2,2,2,1,1,3,50,75.56,3796.11,75.9222,2,0,0.045795535772640485,0
1,0,0,1,1,1,2,0,1,2,0,2,2,1,1,3,42,73.47,3101.47,73.8445238095238,0,0,0.045739172005563176,0
0,0,1,0,1,2,0,2,1,0,0,2,0,1,1,3,50,35.52,1777.78,35.5556,1,0,0.045705365011618135,0
0,0,0,1,1,2,1,1,2,0,0,0,1,1,0,1,35,41.0,1437.02,41.05771428571428,1,0,0.04553934999943172,0
1,1,0,0,1,2,1,0,0,0,2,0,0,1,1,0,49,108.97,5340.94,108.99877551020407,1,1,0.04535073433644758,0
1,0,1,0,1,1,2,0,0,1,2,2,1,1,1,3,50,54.66,2734.79,54.6958,1,0,0.0448902263324662,0
0,0,1,0,0,1,0,0,1,0,0,0,2,1,1,1,49,38.19,1867.1,38.104081632653056,0,0,0.04471506222517512,0
0,0,1,0,1,0,1,0,2,2,0,2,0,1,1,2,39,76.6,2968.5,76.11538461538461,1,0,0.04470086757782849,0
0,0,1,0,1,0,0,1,0,2,2,0,0,1,0,3,54,47.18,2559.99,47.40722222222222,1,0,0.04464369729784729,0
0,0,1,0,1,1,2,1,1,0,2,2,0,1,1,3,52,111.1,5774.7,111.05192307692307,1,0,0.04463579172722602,0
1,0,0,0,1,2,0,0,0,1,2,0,2,1,1,0,53,77.94,4123.67,77.80509433962264,1,0,0.044343361241279966,0
0,0,1,0,1,0,1,1,2,1,0,0,2,1,1,0,46,37.27,1702.62,37.01347826086956,1,0,0.04422395228438687,0
0,1,1,1,1,2,0,0,1,2,1,2,2,1,0,2,45,45.73,2060.64,45.791999999999994,0,0,0.04414906044312561,0
0,0,0,0,1,1,1,2,2,1,2,2,2,1,0,2,49,78.28,3821.02,77.98,3,0,0.0440419737034042,0
0,0,1,1,1,2,0,2,2,2,1,0,2,1,1,1,40,98.6,3922.25,98.05625,2,0,0.04339303479699467,0
0,0,0,0,1,0,2,1,2,2,1,0,0,1,1,0,49,104.22,5124.09,104.57326530612245,1,0,0.043083243738713826,0
0,1,1,1,1,0,0,2,1,0,0,0,2,1,1,3,52,101.74,5300.24,101.9276923076923,1,1,0.04308248439460168,0
0,0,1,0,1,0,2,2,2,0,0,0,2,1,1,3,48,75.76,3632.04,75.6675,2,0,0.043025402706140456,0
1,0,1,0,1,0,1,0,0,0,0,0,2,1,0,2,45,99.6,4479.31,99.54022222222223,0,0,0.04299549374943602,0
1,1,1,1,1,2,1,2,2,2,0,0,0,1,1,3,38,39.27,1489.13,39.18763157894737,2,0,0.042981628102336834,0
0,1,0,0,1,0,2,2,0,2,0,1,2,1,1,1,60,72.64,4354.14,72.569,1,0,0.04267988515117838,0
1,0,1,0,0,2,1,0,0,2,0,0,0,1,1,3,46,62.27,2870.73,62.40717391304348,0,0,0.042388793907492256,0
0,0,1,0,1,2,2,0,2,0,0,2,2,1,0,3,39,83.77,3263.64,83.68307692307692,1,0,0.04171362862422005,0
1,0,1,0,1,0,0,0,0,2,0,2,0,1,1,0,46,103.14,4760.79,103.4954347826087,0,0,0.041541129471786085,0
1,0,0,0,1,2,2,2,2,0,2,2,1,1,1,1,50,70.61,3540.49,70.8098,3,0,0.041431199473830546,0
1,0,1,0,1,2,2,0,0,2,0,0,0,1,0,2,41,54.81,2239.77,54.62853658536585,0,0,0.04115925604448155,0
1,0,1,0,1,2,2,2,0,1,2,2,2,1,1,1,56,21.94,1229.68,21.958571428571428,2,0,0.04111564285671457,0
1,1,1,0,1,2,1,2,0,0,1,0,0,1,1,2,59,43.87,2593.85,43.963559322033895,1,0,0.0409432577071883,0
0,0,1,0,1,2,1,0,0,2,2,0,2,1,1,0,52,90.25,4699.04,90.36615384615385,1,0,0.040871162222348316,0
0,0,0,0,1,1,0,1,0,2,0,0,2,1,0,0,57,49.79,2839.62,49.817894736842106,0,0,0.04083545693529477,0
0,0,0,1,1,2,1,0,0,2,2,2,1,1,0,0,45,65.97,2969.53,65.98955555555555,1,0,0.04066448737547085,0
1,0,1,0,1,0,1,0,0,2,0,2,0,1,1,2,51,61.54,3154.55,61.853921568627456,0,0,0.04035951238037204,0
1,1,0,1,1,0,2,1,2,1,0,1,2,1,1,0,46,91.04,4181.86,90.91,1,0,0.040305279754808784,0
0,0,0,0,0,2,1,0,1,0,1,0,2,1,0,2,57,69.39,3950.45,69.30614035087719,0,0,0.04027568846249092,0
0,0,1,1,1,2,1,2,1,2,0,2,2,1,0,3,46,35.81,1654.42,35.96565217391304,1,0,0.04022065536237275,0
0,0,0,0,1,2,2,0,0,2,0,2,2,1,1,2,58,63.85,3707.0,63.91379310344828,0,0,0.039289844366798915,0
0,0,0,0,1,0,1,2,2,2,2,0,0,1,0,0,49,99.62,4876.83,99.52714285714285,3,0,0.039266463786683206,0
1,0,1,0,0,2,1,0,1,2,1,2,1,1,0,1,48,79.87,3835.05,79.89687500000001,0,0,0.03872763478512094,0
1,0,1,0,1,2,1,1,0,2,0,2,1,1,1,1,55,52.03,2866.89,52.12527272727272,0,0,0.03872491924980051,0
1,0,1,0,1,1,1,0,0,2,0,2,0,1,1,0,49,59.95,2936.22,59.92285714285714,0,0,0.038675144869880995,0
0,0,0,1,1,2,1,2,1,0,0,2,2,1,0,0,49,59.1,2885.95,58.8969387755102,1,0,0.03835552155814659,0
1,0,0,1,1,2,0,0,2,1,1,0,0,1,1,1,48,24.09,1171.84,24.41333333333333,1,0,0.038175059635936,0
0,0,0,0,1,2,0,0,0,2,1,2,2,1,1,1,65,91.84,5979.4,91.99076923076923,0,0,0.038102205581205695,0
1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,45,101.17,4556.38,101.25288888888889,0,0,0.0379095993931786,0
0,0,0,1,0,2,0,1,0,1,0,1,0,1,1,0,54,57.07,3073.66,56.919629629629625,0,0,0.03779576110926956,0
0,0,0,0,1,0,0,2,2,0,0,0,2,1,1,3,64,55.6,3556.64,55.5725,2,0,0.03764889027792554,0
1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,1,55,87.03,4787.0,87.03636363636363,0,0,0.03760838414618148,0
0,1,0,0,1,0,2,0,2,1,2,2,0,1,0,3,57,64.46,3664.46,64.28877192982456,2,0,0.0373044481209563,0
0,0,1,0,1,2,0,1,1,1,2,0,1,1,1,1,64,36.99,2372.98,37.0778125,1,0,0.0372886222877601,0
1,0,0,0,1,2,1,1,1,1,0,0,2,1,0,3,60,83.7,5037.54,83.959,0,0,0.03727061048601196,0
1,0,1,0,1,2,1,1,2,1,0,1,0,1,1,3,50,91.35,4576.62,91.5324,1,0,0.037105581460041046,0
0,0,1,0,0,0,1,0,0,1,2,0,2,1,1,1,63,55.33,3476.91,55.189047619047614,1,0,0.03705837910241565,0
0,1,0,1,1,2,0,0,1,2,0,2,2,1,1,2,57,114.16,6507.31,114.16333333333334,0,0,0.037017099589800956,0
1,0,0,1,1,2,2,0,1,0,0,2,2,1,0,3,51,21.36,1100.21,21.572745098039217,0,0,0.03686052624238393,0
0,0,1,1,1,0,2,1,1,2,1,0,2,1,1,2,61,47.84,2919.55,47.86147540983607,0,0,0.03656283613549249,0
0,0,1,1,1,2,1,0,2,0,0,2,1,1,1,1,43,43.02,1841.24,42.819534883720934,1,0,0.03641147309543921,0
1,0,0,0,1,2,1,2,2,0,0,2,2,1,0,2,52,105.27,5470.96,105.21076923076923,2,0,0.0361920348670806,0
1,1,1,0,1,0,0,0,0,2,0,1,1,1,1,3,64,75.53,4834.64,75.54125,0,0,0.036030863210853865,0
1,0,0,0,1,2,1,2,1,0,2,2,1,1,1,0,64,87.75,5595.51,87.42984375,2,0,0.03589681647294158,0
0,0,0,1,1,2,0,1,0,1,0,2,0,1,1,3,62,69.5,4322.36,69.71548387096773,0,0,0.03566367383131201,0
0,1,0,1,1,2,1,2,2,0,1,1,2,1,1,1,61,30.24,1833.55,30.058196721311475,2,0,0.03562594406456898,0
1,0,1,0,1,2,0,2,0,0,1,2,0,1,0,2,61,43.54,2658.72,43.5855737704918,1,0,0.03555768254733457,0
0,0,1,0,1,0,0,0,1,0,2,1,2,1,0,2,65,29.82,1935.09,29.770615384615382,1,0,0.035246951529912585,0
0,0,0,0,1,0,2,0,0,0,2,0,2,1,1,2,72,63.44,4570.25,63.47569444444444,1,0,0.034985877968027546,0
0,0,0,0,1,2,1,2,0,2,0,0,1,1,1,3,68,85.35,5803.09,85.33955882352942,1,0,0.03487017377324311,0
0,0,0,0,1,2,0,2,1,2,0,2,1,1,0,3,65,48.41,3165.6,48.70153846153846,1,0,0.034862796180757404,0
0,0,0,0,1,2,0,0,0,2,0,0,0,1,0,3,62,35.92,2238.32,36.10193548387097,0,0,0.03476243733113928,0
1,1,0,1,1,0,0,0,0,2,2,1,0,1,0,2,59,102.16,6033.87,102.26898305084745,1,0,0.034721533591071815,0
0,0,0,1,1,0,0,2,1,2,1,2,1,1,0,3,66,41.92,2765.81,41.90621212121212,1,0,0.03467254124402869,0
0,1,0,0,1,0,0,0,1,1,1,0,2,1,0,0,70,53.21,3727.78,53.254000000000005,0,0,0.03466305806334395,0
1,0,1,0,1,0,1,2,0,2,0,1,1,1,0,0,56,68.64,3846.68,68.69071428571428,1,0,0.0344839573037637,0
0,0,1,0,1,2,0,2,0,2,0,0,0,1,0,1,55,106.19,5867.07,106.67399999999999,1,0,0.03437444467866136,0
0,0,1,1,1,2,0,0,1,0,1,1,0,1,0,2,54,38.81,2097.38,38.84037037037037,0,0,0.034346387818690656,0
1,0,0,0,1,2,0,2,0,2,1,0,0,1,0,1,65,44.58,2911.73,44.795846153846156,1,1,0.03433944822314984,0
0,0,1,0,1,1,1,0,0,0,1,0,0,1,1,3,69,32.67,2257.76,32.72115942028986,0,0,0.03378360799642164,0
0,1,0,0,1,2,1,0,0,0,0,1,2,1,0,3,68,71.06,4838.54,71.155,0,0,0.03378261719429618,0
0,0,0,0,1,2,2,1,1,2,1,2,0,1,0,2,65,109.9,7135.09,109.77061538461538,0,0,0.03374965582996711,0
0,0,0,0,1,0,1,2,2,2,0,2,1,1,1,3,67,29.55,1975.19,29.480447761194032,2,0,0.03370271675361723,0
1,0,1,0,1,2,0,1,2,0,0,2,0,1,0,3,55,34.33,1896.81,34.48745454545455,1,0,0.03366062157883968,0
1,0,0,0,1,0,1,0,2,2,0,2,0,1,0,3,56,38.87,2178.05,38.893750000000004,1,0,0.0336556049026499,0
0,0,0,0,1,1,0,0,2,0,2,2,0,1,1,3,66,89.51,5886.6,89.1909090909091,2,0,0.03359508943765375,0
0,0,0,1,1,2,0,2,2,1,2,0,0,1,1,0,55,91.4,5027.17,91.4030909090909,3,0,0.03343063220096892,0
1,1,1,0,1,0,2,2,1,0,1,0,2,1,1,1,71,90.25,6404.75,90.20774647887323,1,0,0.0333396289535818,0
0,0,1,1,1,2,0,1,2,2,0,2,2,1,0,2,48,107.19,5144.3,107.17291666666667,1,0,0.033317212268905216,0
1,0,0,0,1,0,0,1,2,0,0,0,0,1,1,2,65,114.39,7410.1,114.00153846153847,1,0,0.03257519051979286,0
0,0,0,0,1,0,2,1,2,0,1,2,0,1,1,1,68,99.16,6748.64,99.24470588235295,1,0,0.03251789021250139,0
1,0,1,0,1,2,2,1,2,0,0,2,1,1,1,1,55,97.73,5372.1,97.67454545454547,1,0,0.03242723675438009,0
1,0,0,1,0,2,1,0,2,2,2,1,2,1,1,1,54,92.9,5011.71,92.80944444444445,2,0,0.03242435299080929,0
0,0,0,1,1,2,1,2,0,0,0,0,0,1,1,0,62,22.33,1395.35,22.50564516129032,1,0,0.032261609552126085,0
1,0,0,1,1,0,1,0,0,1,0,1,0,1,1,0,59,51.8,3060.43,51.87169491525423,0,0,0.03217594566523705,0
1,0,1,0,1,0,0,0,2,0,1,0,0,1,1,0,59,93.02,5496.43,93.15983050847458,1,0,0.03203647672056886,0
0,0,0,1,1,1,0,0,0,2,1,2,2,1,0,3,69,47.3,3278.7,47.517391304347825,0,0,0.03171046020281752,0
0,0,1,0,1,2,1,0,1,0,2,2,1,1,1,2,69,54.52,3754.51,54.41318840579711,1,0,0.031665062982264576,0
1,0,1,0,1,2,2,1,0,0,2,2,0,1,1,2,69,71.33,4925.1,71.37826086956522,1,0,0.03155210042624669,0
0,0,1,1,1,2,2,2,1,0,0,2,0,1,1,0,54,83.99,4539.71,84.0687037037037,1,0,0.03149872032222898,0
1,0,0,1,1,0,1,0,0,0,1,0,0,1,1,3,69,93.94,6459.9,93.62173913043478,0,0,0.03125495570796238,0
1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,69,92.06,6357.56,92.13855072463768,0,0,0.031140664266052425,0
0,0,1,1,1,0,1,0,2,2,0,0,2,1,1,1,52,110.18,5729.95,110.19134615384615,1,0,0.031115500957425796,0
1,0,0,0,1,0,0,0,0,2,0,2,0,1,1,1,69,109.21,7525.85,109.07028985507247,0,0,0.031064982425126682,0
0,0,1,0,1,2,1,0,2,2,0,1,1,1,0,0,51,57.85,2944.77,57.74058823529412,1,0,0.03092545704064002,0
1,0,0,0,1,2,0,1,0,0,0,0,0,1,1,0,70,108.45,7587.23,108.389,0,0,0.030837070884150598,0
1,0,0,1,1,2,1,0,1,0,0,2,1,1,1,3,64,54.9,3509.26,54.8321875,0,0,0.03081316955822228,0
1,0,0,1,1,2,1,0,0,0,0,2,2,1,1,2,65,70.86,4586.37,70.55953846153847,0,0,0.030605659944833816,0
1,0,0,0,1,0,0,2,0,1,0,0,0,1,0,2,72,36.24,2602.37,36.14402777777778,1,0,0.030389566700906957,0
1,0,0,0,1,1,0,2,0,1,2,0,0,1,0,0,71,70.9,5026.68,70.79830985915494,2,0,0.030178293119141972,0
